acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
infertility, male	1	1	1	1	1	0.955009390328706	1	1	1	0.999999999999989	0.999986178680811	8.69423019000427e-78	1	0.999999999977889	0.999999999952998	1	1	1	0.0759824745824891	0.998515870324734	1	1	1	1	1	1	1	1	1	1	1	0.885471123642165	1	1	1	0.634984045388024	0.0103384057772247	0.999833525298614	0.99971136686646	0.99971136686646	0.669263274276489	1	1	1	1	8.69423019000427e-78	1	0.999999999999989	1	1	0.999999999302027	1	1	0.999999999995158	0.999999997276475	1	1	1	1	1	8.69423019000427e-78	1	0.917112813447478	0.999998905695261	1	1	0.999999751628288	1	1	1	1	1	1
inflammation	0.000758829883209952	1.15411098095456e-08	0.610082705683034	1.8633434643659e-85	3.00894044180199e-262	8.68074651820141e-61	4.69191691154238e-08	7.17349940684867e-07	2.2375591601689e-05	9.98012604599318e-322	3.20844130153662e-07	9.98012604599318e-322	0.000226485451709889	9.98012604599318e-322	2.51927242384195e-69	7.44764572742007e-10	0.000247040241123507	0.229985323215669	0.940559732814336	1.69717454010445e-218	1	1.445037696688e-05	0.0102152875377941	0.00023036934016158	0.231845695941757	3.07797185791357e-05	1	7.5786773215476e-20	8.1403709336513e-14	9.53966134578962e-73	1	1.87169861508577e-15	0.00010791058413945	2.78103506697474e-70	9.98012604599318e-322	0.804943920238824	9.98012604599318e-322	0.99999997172118	2.42663673752887e-24	2.42663673752887e-24	1.0696173827098e-05	0.732550931227252	9.98012604599318e-322	0.179294484351202	0.104804229647307	9.98012604599318e-322	8.1403709336513e-14	9.98012604599318e-322	0.104804229647307	0.283780550393532	7.49162830242574e-62	1	0.233662525102414	9.98012604599318e-322	0.99803478252887	0.00155102307886772	0.506715782007962	4.89691147503386e-46	0.999998309056757	0.141379229037426	9.98012604599318e-322	1	3.92813516573497e-06	9.98012604599318e-322	0.0199389142439065	0.000142971832792285	3.09668133237584e-31	9.98012604599318e-322	1	1	1.6592180790808e-06	0.912183611173848	6.24216694989963e-31
inflammatory bowel diseases	1	1	1	1	0.999271626782787	1	1	1	1	1.75570822465501e-64	0.999999999999899	1.1678610958188e-12	0.999389357693594	3.34411971927183e-37	1	0.589857525774252	6.7751289315938e-16	1	1	0.99817393412904	1	1	1	1	1	1	1	1	0.9958516282428	1	0.357185983436102	0.999999999999955	1	2.04650363832178e-20	2.30130786739821e-31	0.996887273182802	2.80166351466498e-30	0.999999999921748	0.900316835569935	0.900316835569935	0.342799749007451	1	2.30379867010219e-24	1	1	1.1678610958188e-12	0.9958516282428	1.75570822465501e-64	1	0.999999655905498	0.000205107002582499	1	0.999977473667799	2.78669677242644e-84	0.999999999999996	0.978035283274569	1	0.984751590164052	0.999938750900157	1	1.1678610958188e-12	1	0.999999999995786	0.25934596223296	1	1	0.995746304285323	9.98012604599318e-322	1	1	1	1	1
insulin resistance	0.0669849700493891	1	1	1	2.03307958145153e-15	1	1	0.99700475227329	2.84336904226683e-08	1.27863561898914e-20	0.999999999545618	5.56440062756964e-258	0.998893702404588	1	4.32744003099702e-205	1	1	0.744719351224323	0.979523653009193	9.98012604599318e-322	1	1	1	1	1	0.925094837714056	1	0.000876439183987593	1	0.999999999999966	1	7.11814054899388e-05	1	1	2.12100616746083e-46	1	0.999999999999768	0.999999988627727	0.999698400995932	0.999698400995932	0.00681175106567556	1	0.999999403941723	0.0947453973625348	1	5.56440062756964e-258	1	1.27863561898914e-20	1	1.87360993858623e-29	1	1	0.999946808041905	1	0.999999999186205	0.0656500014842103	0.960205293907145	3.94354716965907e-222	0.999999999547713	1	5.56440062756964e-258	1.66808711788877e-100	0.963183357753941	1	0.126031636238897	1	0.99946037150722	1	1	1	0.979663440331279	1	1.24806095113367e-07
intellectual disability	1	1	1	0.00341569195127142	0.999999999999695	1	1	0.60818415771214	1	1	1	1	0.999947880506493	1	1	0.695050283005549	1	1	1	0.999999999726985	1	0.714851325806689	1	0.93725109602197	1	0.976593786755476	1	1	0.999999963923749	1	1	0.999999998112344	1	1	1	1	1	0.99996659083719	1	1	1	1	1	0.526512088101672	1	1	0.999999963923749	1	1	0.999980457005407	1	0.0265597731301345	8.90665194466181e-07	1	1	1	0.990638392580405	1	0.999999999849448	1	1	1	9.00607221581629e-137	1	1	1	1	1	1	1	1	1	0.999975483585767
intervertebral disc degeneration	1	1	1	0.837496805319247	0.573067630014572	1	1	1	1	1	2.6627628221947e-31	0.999999992284127	1	1	1	1	1	1	1	0.0233071547407154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.989210665874232	1	1	1	8.59502685606352e-46	8.59502685606352e-46	0.00323598559559428	1	0.396648414580145	1	1	0.999999992284127	1	1	1	1	1	0.999993954910206	1	1	1	1	1	1	1	1	0.999999992284127	0.475044559835916	1	1	1	1	1.79587590319968e-41	0.9999924546085	1	1	1	1	1
intervertebral disc displacement	1	1	1	0.999999939947262	0.999585632150882	1	1	1	0.999999997094212	0.999999999981459	1.51669521446826e-19	1	1	0.999999999976915	1	1	1	1	1	0.999942563616407	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999962	0.999999998441226	1	0.999998357099786	1	0.788464289228564	0.788464289228564	1	1	1	1	1	1	1	0.999999999981459	1	1	0.999999998216513	1	1	1	0.999999843427668	1	1	1	1	1	1	0.99999557255241	1	1	1	1	0.997764867737987	1	1	1	1	1	1
intracranial aneurysm	1	1	1	0.999999999923684	0.0298902665302299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999674666298	1	0.999999855815529	0.999999855815529	1	1	1	1	1	1	1	1	1	0.99518120990048	0.999999999999994	1	1	1	1	1	1	1	1	1	1	1	0.99036289924169	1	1	1	0.999999999999219	1	1	1	1	1	0.478443784855097
iron overload	0.176509592079606	1	1	0.994720773411617	1	1	1	0.81327130394163	0.958354073731583	0.00137143706133654	1	0.00399290749569635	0.759728545142771	0.999999809489486	1.63954099018879e-67	1	1	1	1	0.453130052479541	1	1	1	1	1	1	1	1	0.916089578321015	1	1	0.934379460898886	1	0.999996634289901	1.11087759510319e-53	1	0.999994817137869	0.654737199752774	0.96913908452141	0.96913908452141	1	1	5.15658821354529e-10	0.102464823944234	0.237183367045323	0.00399290749569635	0.916089578321015	0.00137143706133654	0.237183367045323	1	0.999999976656547	1	1	0.956694878703228	0.901099041924221	1	1	1	8.74319209803973e-19	1	0.00399290749569635	0.999999632222918	1	0.970905582554176	1	1	0.997166089386595	0.999999999999998	1	1	1	1	1
irritable bowel syndrome	1	1	1	1	0.893753649539898	1	1	1	1	0.999318272619863	1	0.998074422964668	1	0.920670769701907	1	1	0.000448678160927985	1	1	0.939843670959162	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999133753296629	0.999990483697375	1	1.19834124236983e-78	1	1	1	1	1	0.999999998241184	1	1	0.998074422964668	1	0.999318272619863	1	1	1	0.249620156734516	1	0.99999866643882	1	1	1	1	1	1	0.998074422964668	1	1	0.961954982510258	1	1	1	0.9647788796464	1	1	1	1	1
ischemia	1	0.243616239721083	0.202890932500257	1.19686582323531e-05	2.02869127090967e-130	0.99122573884703	1	0.838086328450693	2.74624003941009e-12	0.440285520502729	0.995828605682004	1.35824869534575e-10	0.997660996593259	1	0.000282825437662811	1	1	0.703351009513277	0.968594477673515	0.608975490628114	1	1	1	1	1	1	1	0.366964595425109	1	0.99999950066779	1	8.50460214400495e-28	1	1	0.999548977802575	1	0.990814334327729	0.999999994661732	1.60754183894746e-34	1.60754183894746e-34	1.45391458298856e-11	0.0311938079215029	1.25428006963959e-06	0.0778132895908363	0.109461688600138	1.35824869534575e-10	1	0.440285520502729	0.109461688600138	2.02391832466959e-07	1	1.05346136897511e-29	0.769732396431999	7.22910993222027e-88	0.999999980960766	2.19156384812218e-11	0.070847794812766	0.855762050423101	0.999999993834636	0.518841453466048	1.35824869534575e-10	5.95939786284006e-13	0.980920999069647	0.979915982894842	1	1	2.46239111755423e-30	1	1	1	0.860454581200917	1	0.0708893742435918
ischemic cerebrovascular accident	1	0.243616239721083	0.202890932500257	1.19686582323531e-05	2.02869127090967e-130	0.99122573884703	1	0.838086328450693	2.74624003941009e-12	0.440285520502729	0.995828605682004	1.35824869534575e-10	0.997660996593259	1	0.000282825437662811	1	1	0.703351009513277	0.968594477673515	0.608975490628114	1	1	1	1	1	1	1	0.366964595425109	1	0.99999950066779	1	8.50460214400495e-28	1	1	0.999548977802575	1	0.990814334327729	0.999999994661732	1.60754183894746e-34	1.60754183894746e-34	1.45391458298856e-11	0.0311938079215029	1.25428006963959e-06	0.0778132895908363	0.109461688600138	1.35824869534575e-10	1	0.440285520502729	0.109461688600138	2.02391832466959e-07	1	1.05346136897511e-29	0.769732396431999	7.22910993222027e-88	0.999999980960766	2.19156384812218e-11	0.070847794812766	0.855762050423101	0.999999993834636	0.518841453466048	1.35824869534575e-10	5.95939786284006e-13	0.980920999069647	0.979915982894842	1	1	2.46239111755423e-30	1	1	1	0.860454581200917	1	0.0708893742435918
ischemic stroke	1	1	0.936259491881405	1.64822608506978e-168	7.86194946234438e-09	1	1	0.99999686950284	1	0.999999999999946	1	1	1	1	1	1	1	1	1	0.999999999992255	1	1	1	1	1	1	1	1	0.999999992555909	1	1	0.999999999999999	1	1	1	1	1	1	9.06563475677711e-13	9.06563475677711e-13	0.429395440243451	1	1	1	0.00495563962594825	1	0.999999992555909	0.999999999999946	0.00495563962594825	0.999999991079722	1	1.00166059539878e-164	9.69146941759081e-65	0.999999995185786	1	5.18856711160006e-09	1	1	0.999999999999896	0.727628590166127	1	1	1	1	1	1	3.92634359462794e-15	1	1	1	1	1	0.989469202169394
juvenile arthritis	1	1	1	1	1	1	1	1	0.999974599362561	4.05600810605323e-07	0.233893233078488	1	1	0.555683447332056	1	0.115521681658892	1	1	1	0.994784996854692	1	0.521574240663515	1	0.648920389362646	1	1	1	1	1	0.998891707478097	1	1	1	2.69036937766085e-21	0.935732297313381	1	0.99207095934531	1	0.853247212451091	0.853247212451091	1	1	0.0809457633548797	1	1	1	1	4.05600810605323e-07	1	1	0.0179007353083201	1	1	3.48102220556211e-05	0.99021438814094	1	1	1	1	1	1	0.999957665970428	0.937883575074966	0.997786114771923	1	1	0.993881241683316	8.75152407108963e-58	1	1	1	1	1
keloid	1	1	1	1	1	1	1	1	1	0.982147444485553	0.74386503802039	0.0266204956789704	1	0.931249642506332	1	1	1	1	1	1	1	0.216207305249631	1	0.292398898422966	1	0.00754385845100302	1	1	0.443080240388221	4.32396556211777e-42	1	1	1	0.953108785472319	0.448726875589034	1	3.7369196634138e-11	0.00463114432990469	0.000234446607903109	0.000234446607903109	1	1	0.999886350063137	1	1	0.0266204956789704	0.443080240388221	0.982147444485553	1	1	1	0.999999999999959	1	0.918853273998591	0.938399178984497	1	1	0.173363056369176	1	1	0.0266204956789704	1	4.62868701693281e-257	1	1	1	0.00109580963893787	0.999999989595755	1	1	1	1	1
keratoconus	1	1	1	1	1	1	1	1	1	1	1	0.999998540008823	3.85503460921867e-28	0.977609480208334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.53522620715966	0.563785257817928	4.96785400014816e-34	1	0.0402827477908978	1	0.999999986173645	1	0.976786853192442	1	1	1	1	1	0.999999999905361	1	1	0.999998540008823	0.53522620715966	1	1	1	1	0.999999999917936	1	0.999982295479272	1	1	1	1	0.798976037309526	1	0.999998540008823	1	0.85598814485858	0.273335363048574	1	1	0.679270411800158	0.999999999999998	1	1	1	1	1
keratosis, seborrheic	1	1	1	1	1	1	1	1	1	1	1	2.33900072218733e-13	1	0.0181719269923692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00806964055431935	1.21633745502413e-33	1	1	1	0.620702072889219	0.974685334058982	1	1	1.69904293591778e-20	1	1	1	1	1	1	1	2.33900072218733e-13	0.00806964055431935	1	1	1	1	0.999992633898667	1	0.850053428367706	1	1	1	1	1	1	2.33900072218733e-13	1	0.28541835961154	1	1	1	0.0477277138636972	0.970680574460892	1	1	1	1	1
kidney calculi	1	1	1	1	1	1	1	1	1	0.999999999996062	1	1	1	1	0.999997317136328	1	1	1	1	0.999204585494593	1	1	1	0.848830236749416	1	1	1	1	1	1	1	1.35294409403637e-28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999996062	1	1	0.99999999985792	1	1	1	0.999823631557504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.142455703594013	1
kidney diseases	0.967340783212239	0.984801258538862	0.998865428986682	1	0.995951734023507	1	1	0.999999996970528	1	0.0942118055334328	1	1	1	1	1	0.983827006844733	1	0.997507089316145	0.999999998705123	1	1	1	1	1	0.367487098724918	1	1	0.999999999992385	1	1	1	9.98012604599318e-322	1	0.99975971754428	0.999996829482016	1	1	1	0.999999126676963	0.999999126676963	0.708840897801147	0.898761719588135	1	0.733850766884226	0.735737038682376	1	1	0.0942118055334328	0.735737038682376	1	0.754586217918039	1	1	1.32806469980589e-08	1	0.000195124540931767	0.999999336787162	0.999999999828835	0.552741915976145	1	1	1	0.999999994668781	1	1	1	0.999999999999999	1	1	1	0.999999999991872	1.30679838270451e-08	0.970998079089817
kidney failure	0.878234049645234	0.910332914565409	0.98078416062261	1	0.297914986263269	1	1	0.999716796855167	1	0.954062639841363	0.999999999999851	1	1	1	1	1	1	1	0.999854097249689	0.999999998880527	1	1	1	1	0.130667967071976	1	1	1	0.999999999161778	1	1	1.87040262027643e-250	1	1	1	1	1	1	0.00325252505225376	0.00325252505225376	0.0106581230803344	1	0.999997393517633	0.326324754244635	0.172303462188955	1	0.999999999161778	0.954062639841363	0.172303462188955	0.999999990885124	1	1	1	0.00632940841530111	0.97183176662452	0.541215806923276	1	0.999839819698291	1.33047783426947e-07	1	1	1	1	1	1	1	0.995807421075432	1	1	1	0.99985634992043	0.72511291341254	0.0014531716236292
kidney failure, acute	1	0.474738325640933	1	1	0.432222582234304	1	1	1	1	0.999999733967358	0.999999943645674	1	1	0.999999998046401	0.999999999980673	1	1	1	0.905400662970197	0.999973183757119	1	1	1	1	1	1	1	1	1	0.999999999998922	1	1.2551616346367e-200	1	1	0.999999998507302	1	0.999999999996004	0.999997692158017	1.72587826118587e-18	1.72587826118587e-18	0.000313273116254345	1	0.99999999350835	0.268697197368688	0.0083919506702209	1	1	0.999999733967358	0.0083919506702209	1	0.999999999996761	1	1	0.00757040622954878	0.999999999999948	0.357971866661991	1	1	0.992436147458479	1	1	0.999999999999999	0.99999998678679	0.999909897657886	1	1	1.02446130876371e-07	1	1	1	0.905792829906772	0.29161989351958	1
kidney failure, chronic	1	1	1	1	0.849795484080562	1	1	0.999985763776182	1	0.15828358438518	0.999999318345822	1	1	1	1	1	1	1	1	0.999999985891611	1	1	1	1	1	1	1	1	0.999989287717864	1	1	2.90765318468255e-28	1	1	1	1	0.999999999999999	1	0.999999997342627	0.999999997342627	0.72925812665313	1	0.713417846229892	1	1	1	0.999989287717864	0.15828358438518	1	0.999992871098652	1	1	1	0.00895486416066768	0.175862309463101	0.9924975262479	1	0.9952998421104	5.83545932070124e-15	1	1	1	0.999999999999889	1	1	1	1	1	1	1	1	1	0.00603195555163194
legg-calve-perthes disease	1	1	1	1	1	1	1	1	1	1	0.0427766821770025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.994589312841793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.465249572701184	1	1	1	1	1	1	1	1	1	1	1	1	0.999999504254359	1	1	1	1	1
leishmaniasis, cutaneous	1	1	1	1	1	1	1	1	1	1.02257625529035e-15	1	4.53044716282173e-09	1	3.27001814396216e-100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.9192615068557e-49	0.051033968152413	1	0.946875132029572	1	6.1882964256777e-10	6.43220429869506e-310	1	0.00145415925309376	1	1	1	1	1	8.9794080325928e-08	1	1	4.53044716282173e-09	8.9192615068557e-49	1.02257625529035e-15	1	0.758615223809883	2.90593777763532e-18	1	1	1.85140601926846e-11	1	1	1	1	1	1	4.53044716282173e-09	0.99984887083076	0.0143097989217024	1	1	1	0.999404991030028	9.98012604599318e-322	1	1	1	1	1
leprosy	1	1	1	1	1	1	1	1	0.999999999738304	1.24547055748945e-12	1	1	1	2.32607150594061e-09	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.00017538752909e-24	0.886551654193468	1	1	1	0.00211451404501015	1.28023276848981e-140	1	0.205462724857726	0.500234870859703	1	1	1	1	0.963809869281815	1	1	1	2.00017538752909e-24	1.24547055748945e-12	1	1	0.946627285560097	1	1	0.540792854322542	0.999997288589278	1	1	1	0.998626477939127	1	1	0.999999999968387	0.981838923871947	0.998873102645883	1	1	1	9.17494378230875e-118	1	1	1	1	1
leprosy, lepromatous	1	1	1	1	1	1	1	1	1	4.53232269721476e-17	1	0.704904364531685	1	4.56738958402988e-08	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.35300868936457e-09	0.0386024621386842	1	1	1	0.0377918031096633	2.39757712260684e-38	1	0.00606855683589297	1	1	1	1	1	4.66615154165341e-07	1	1	0.704904364531685	2.35300868936457e-09	4.53232269721476e-17	1	1	0.0853310906781344	0.965779721840058	1	0.0208657594021647	1	1	1	1	1	1	0.704904364531685	1	1	1	1	1	1	1.41779366274026e-47	1	1	1	1	1
lewy body disease	1	1	1	2.83176474851798e-09	1	1	1	1	1	1	1	0.99999999998399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99999999998399	1	1	1	1	1	9.98012604599318e-322	0.312873868316482	1	1	1	1	1	1	1	0.99999999998399	1	1	1	1	1	1	0.999999999955916	1	1	1	1	1
lichen planus, oral	1	1	1	1	1	1	1	1	1	0.440149894164977	1	6.45009700427084e-54	1	3.45173561103061e-14	1	1	1	0.0377240608979273	1	1	1	1	1	1	1	1.10548464643877e-06	1	1	7.29594876723487e-22	4.24974589209569e-98	1	0.189676864089914	1	0.430220135527273	0.0832336095759337	1	2.03295879080162e-08	1	0.679582192770472	0.679582192770472	1	1	0.971167121010701	1	1	6.45009700427084e-54	7.29594876723487e-22	0.440149894164977	1	1	0.0332323792581641	0.999999999332764	1	0.853054646834534	1	1	1	1	1	1	6.45009700427084e-54	1	1	1	1	1	0.326816366679524	1.04602387940752e-51	1	1	1	1	1
lipid metabolism disorders	1	1	0.321454037512403	0.227955623163112	4.41596918957895e-15	0.998516369067685	0.667766954069781	0.00864880673311781	0.999999974919469	2.31560962075273e-38	1	1	0.995792090776362	1	7.50420723162737e-37	1	1	0.65676113875488	0.998346480162816	5.38819713106494e-136	1	0.999699066270298	1	0.999989995699964	1	0.985998583923088	1	0.816776289821554	0.97217293766358	0.999999999977706	1	0.763431787740191	1	1	9.98012604599318e-322	0.999840625185555	0.999999999993263	0.999999962411414	0.999999811326133	0.999999811326133	0.937947024473727	1	1.92307207036772e-05	1	1	1	0.97217293766358	2.31560962075273e-38	1	0.999989974933796	1	1	0.980236003844637	0.999999999999993	0.99999999999999	0.927487344688969	0.898905666383294	7.72276857481749e-12	0.999977904823182	1	1	0.999999999998432	5.45422464422913e-306	1	1	1	0.999999999999366	1	1	1	1	1	2.90997654668401e-09
liver cirrhosis	1	1	0.382449946551365	0.999999999930044	0.999176085923394	0.999941347366466	1	0.999594704038685	1	0.0344992834522193	0.999999999999999	1.30077142499015e-15	1	0.999999999999976	9.98012604599318e-322	0.280965847055402	1	1	0.993032925105021	0.00569588444275222	1	1	1	1	1	1	1	9.98012604599318e-322	0.999805651223041	1	1	0.999999980692556	1	0.971532949731943	1.16924032133199e-22	1	0.993757271524586	0.999999999961892	0.00123578518072398	0.00123578518072398	0.674185843949127	0.325440944755465	0.9993427858332	2.66880118267303e-36	0.229033430770816	1.30077142499015e-15	0.999805651223041	0.0344992834522193	0.229033430770816	0.998502377751664	1.05389274344663e-05	1	1	0.000670857605364978	1	0.16593832469571	1	1	0.981214848813034	1	1.30077142499015e-15	1	0.999999999262685	1	1	1	0.520620434515036	0.606956979454895	1	1	1	1	0.997111478968731
liver cirrhosis, alcoholic	1	1	1	0.957964186398401	1	1	1	1	0.999557488819749	0.000108183112084922	1	0.999999442841426	1	0.999296183796336	2.41330562228077e-20	1	1	1	1	0.736824832703951	1	1	1	1	1	1	1	4.38420782314292e-26	1	1	1	0.954482635183794	1	0.567453701417284	0.072869844057955	1	0.951908886036893	1	1	1	1	1	0.384182807783607	1	1	0.999999442841426	1	0.000108183112084922	1	1	0.313231812226184	1	1	8.91869389651191e-05	0.984824237853798	1	1	1	0.933287611518378	1	0.999999442841426	0.999023475828751	0.837689793956802	1	1	1	1	0.246915925594789	1	1	1	1	1
liver cirrhosis, biliary	1	1	1	0.999379480671879	1	0.610408655282122	1	1	0.974298771067294	0.000363100595044325	1	2.13394028704701e-07	1	0.136289568102007	1.15646660659276e-17	1	1	1	1	0.986921959282855	1	1	1	1	1	1	1	8.12891296884424e-05	0.181451356135891	0.918394459224624	1	0.969575308915339	1	4.72042606429013e-25	0.129499986392067	1	0.721075781689917	0.741050920266429	1	1	1	1	0.869945946460299	1	1	2.13394028704701e-07	0.181451356135891	0.000363100595044325	1	1	1.59193864834717e-08	1	1	0.346029097821241	0.823030630179677	1	1	1	0.953129134811843	1	2.13394028704701e-07	0.978405631531771	1	0.961004269844626	1	1	0.998570546821814	5.73176787506533e-102	1	1	1	1	1
liver diseases	0.976478743680822	1	0.800193467099879	1	1	1	1	0.999999999994089	1	0.999999987715299	1	9.98012604599318e-322	1	0.00014950169753045	9.98012604599318e-322	0.955578836151831	1	1	0.999999999750263	0.524799541761453	1	1	0.19862901138851	1	1	0.999999998714115	1	9.98012604599318e-322	1	1	1	0.999999993979763	1	0.999999999999921	2.96462605132025e-40	0.99999999999991	1	1	0.999999389280137	0.999999389280137	0.794452711787256	0.912395642697686	1	6.45634096616832e-58	0.682314589010846	9.98012604599318e-322	1	0.999999987715299	0.682314589010846	1	4.08521538340152e-145	1	1	0.999847656333292	1	0.964496421986018	0.980781800871684	0.891478841095516	0.999993961658986	0.998486244741732	9.98012604599318e-322	1	0.999999999999999	1	1	1	0.999999999999973	9.64150836450617e-106	1	1	1	0.988791618628809	1
liver diseases, alcoholic	1	1	1	0.998716622206315	1	1	1	0.818859668637809	0.999999714515688	6.59765067541909e-08	0.997178915589585	1.25661032454293e-08	1	0.999990868226444	6.16396638774105e-194	1	1	1	1	0.756713565151037	1	1	1	1	1	1	1	7.32192544121386e-60	1	0.999938198572531	1	0.997590886613682	1	0.637015783222183	9.70122004800297e-48	1	0.994211255454855	1	1	1	1	1	0.184434543586053	1	1	1.25661032454293e-08	1	6.59765067541909e-08	1	1	0.0954559933323593	1	1	7.47257750668441e-17	0.997726704287734	1	1	1	0.968076038442611	1	1.25661032454293e-08	0.999983392983027	0.987492845428053	1	1	1	1	0.0519956184958597	1	1	1	1	1
low tension glaucoma	1	1	1	1	1	1	1	1	1	1	1	0.747927065062919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.747927065062919	1	1	1	1	1	3.68762835509976e-35	1	1	1	1	1	1	1	1	0.747927065062919	1	0.158895853841784	1	1	1	1	1	1	1	1	1	1
lumbar disc disease	1	1	1	1	1	1	1	1	1	1	9.73104973519637e-22	1	1	1	1	1	1	1	1	0.999999999999997	1	1	1	1	1	1	1	1	0.999999542333665	1	1	1	1	1	1	0.999873568203058	1	0.999999033742444	0.33689875200954	0.33689875200954	0.83712444422983	1	1	1	0.641280811126466	1	0.999999542333665	1	0.641280811126466	0.999999973909427	1	1	1	1	0.554501452408718	0.997361251930337	0.995708048254726	1	1	1	1	1	0.999999999999997	1	1	1	0.999921058387995	1	0.430853457802627	1	1	1	1
lumbar spondylosis	1	1	1	1	1	1	1	1	1	1	9.73104973519637e-22	1	1	1	1	1	1	1	1	0.999999999999997	1	1	1	1	1	1	1	1	0.999999542333665	1	1	1	1	1	1	0.999873568203058	1	0.999999033742444	0.33689875200954	0.33689875200954	0.83712444422983	1	1	1	0.641280811126466	1	0.999999542333665	1	0.641280811126466	0.999999973909427	1	1	1	1	0.554501452408718	0.997361251930337	0.995708048254726	1	1	1	1	1	0.999999999999997	1	1	1	0.999921058387995	1	0.430853457802627	1	1	1	1
lung diseases	0.822146419567434	4.20561591436019e-146	0.95064818953036	1	0.18161026837623	9.98012604599318e-322	3.14131546145959e-120	1	1	0.378036180876408	1	1	1	2.89764756030772e-61	1	0.807248713139577	0.991926869983572	0.99999499310934	1	1	1	1	0.0422399517592863	1	0.00694823889060061	0.999999999999832	1	0.999999999999998	1.01589829498005e-56	1	1	1	1	1	9.98012604599318e-322	0.999999999999933	1.42024385426171e-243	1	1	1	0.999830382025393	0.901181657309291	1	0.989170122296159	0.931847282894607	1	1.01589829498005e-56	0.378036180876408	0.931847282894607	1	1.19809334441194e-45	1	1	9.98012604599318e-322	1	0.798376941467392	0.999999967049672	1	1	1	1	1	1	9.98012604599318e-322	0.819648838198067	1.52832138301349e-30	1	7.22832483169528e-249	1	1	1.13315296036127e-88	0.993954195280103	0.0410157362375449
lung diseases, interstitial	1	6.33886124975856e-25	1	1	0.999979531175911	7.13642565700621e-08	0.10853178670511	0.99053293617889	1	3.1152520883992e-10	1	0.987266162436564	0.977474938125742	4.10457998843733e-161	1	0.496342545969453	1	0.680968948244329	1	1	1	1	0.00356558295035813	1	1	0.637422085502523	1	0.94403152770712	9.98012604599318e-322	1	1	0.0064481904403203	1	0.000706009326984198	9.98012604599318e-322	1	1.32770775208273e-10	0.999980972313806	0.898339411411248	0.898339411411248	0.663653239503464	1	0.745460535287774	1	0.660856105262712	0.987266162436564	9.98012604599318e-322	3.1152520883992e-10	0.660856105262712	0.99916968194708	0.566866584566748	1	1	4.64161206935188e-208	1	0.791302522365546	1	1	0.950837463769951	1	0.987266162436564	1	0.999781525556406	2.34399910694038e-99	1	1	0.999793281214233	8.25095242551769e-67	1	1	0.961586683083681	1	1
